Country Code|Hotel No|Post Code|Room price limit|Roomprice tax %|Breakfast tax %|Deduction type|Deductible amount
33||||7,0000000000000000|5,0000000000000000||
34||||,0000000000000000|,0000000000000000||
35||||26,0000000000000000|,0000000000000000||
36||||,0000000000000000|,0000000000000000||
37||||24,0000000000000000|,0000000000000000||
38||||,0000000000000000|,0000000000000000||
39||||13,0000000000000000|,0000000000000000||
40||||,0000000000000000|,0000000000000000||
41||||15,0000000000000000|,0000000000000000||
42||||10,0000000000000000|,0000000000000000||
43||||10,0000000000000000|,0000000000000000||
44||||,0000000000000000|,0000000000000000||
45||||,0000000000000000|,0000000000000000||
46||||,0000000000000000|,0000000000000000||
47||||,0000000000000000|,0000000000000000||
48||||,0000000000000000|,0000000000000000||
49||||13,0000000000000000|23,0000000000000000||
50||||20,0000000000000000|,0000000000000000||
51||||24,0000000000000000|,0000000000000000||
52||||,0000000000000000|,0000000000000000||
53||||,0000000000000000|,0000000000000000||
54||||,0000000000000000|,0000000000000000||
55||||,0000000000000000|,0000000000000000||
56||||12,0000000000000000|,0000000000000000||
57||||10,0000000000000000|,0000000000000000||
58||||18,0000000000000000|,0000000000000000||
59||||11,0000000000000000|,0000000000000000||
60||||,0000000000000000|,0000000000000000||
61||||,0000000000000000|,0000000000000000||
62||||13,5000000000000000|,0000000000000000||
63||||25,5000000000000000|,0000000000000000||
64||||16,0000000000000000|,0000000000000000||
65||||10,0000000000000000|,0000000000000000||
66||||,0000000000000000|,0000000000000000||
67||||18,8000000000000000|,0000000000000000||
68||||13,0000000000000000|,0000000000000000||
69||||,0000000000000000|,0000000000000000||
70||||14,0000000000000000|,0000000000000000||
71||||18,0000000000000000|,0000000000000000||
72||||,0000000000000000|,0000000000000000||
73||||,0000000000000000|,0000000000000000||
74||||18,0000000000000000|,0000000000000000||
75||||18,0000000000000000|,0000000000000000||
76||||,0000000000000000|,0000000000000000||
77||||15,0000000000000000|,0000000000000000||
78||||29,6000000000000000|,0000000000000000||
79||||10,0000000000000000|,0000000000000000||
80||||,0000000000000000|,0000000000000000||
81||||,0000000000000000|,0000000000000000||
82||||10,0000000000000000|,0000000000000000||
83||||21,0000000000000000|,0000000000000000||
84||||,0000000000000000|,0000000000000000||
85||||15,0000000000000000|,0000000000000000||
86||||21,0000000000000000|,0000000000000000||
87||||,0000000000000000|,0000000000000000||
88||||11,0000000000000000|,0000000000000000||
89||||,0000000000000000|,0000000000000000||
90||||,0000000000000000|,0000000000000000||
91||||3,0000000000000000|,0000000000000000||
92||||15,0000000000000000|,0000000000000000||
93||||,0000000000000000|,0000000000000000||
94||||,0000000000000000|,0000000000000000||
95||||8,0000000000000000|,0000000000000000||
96||||,0000000000000000|,0000000000000000||
97||||,0000000000000000|,0000000000000000||
98||||7,0000000000000000|,0000000000000000||
99||||20,0000000000000000|,0000000000000000||
100||||,0000000000000000|,0000000000000000||
101||||15,0000000000000000|,0000000000000000||
102||||19,0000000000000000|,0000000000000000||
103||||,0000000000000000|,0000000000000000||
104||||,0000000000000000|,0000000000000000||
105||||,0000000000000000|,0000000000000000||
106||||,0000000000000000|,0000000000000000||
107||||15,0000000000000000|,0000000000000000||
108||||15,0000000000000000|,0000000000000000||
109||||,0000000000000000|,0000000000000000||
110||||9,0000000000000000|,0000000000000000||
111||||,0000000000000000|,0000000000000000||
112||||15,0000000000000000|,0000000000000000||
113||||12,0000000000000000|,0000000000000000||
114||||10,0000000000000000|10,0000000000000000||
115||||17,0000000000000000|,0000000000000000||
116||||25,0000000000000000|,0000000000000000||
117||||10,0000000000000000|,0000000000000000||
118||||,0000000000000000|,0000000000000000||
119||||10,0000000000000000|,0000000000000000||
120||||28,0000000000000000|,0000000000000000||
121||||22,8300000000000000|,0000000000000000||
122||||8,0000000000000000|,0000000000000000||
123||||6,0000000000000000|,0000000000000000||
124||||,0000000000000000|,0000000000000000||
125||||13,0000000000000000|,0000000000000000||
126||||10,0000000000000000|,0000000000000000||
127||||,0000000000000000|,0000000000000000||
128||||,0000000000000000|,0000000000000000||
129||||,0000000000000000|,0000000000000000||
130||||10,0000000000000000|,0000000000000000||
131||||12,0000000000000000|,0000000000000000||
132||||3,8000000000000000|,0000000000000000||
133||||,0000000000000000|,0000000000000000||
134||||7,0000000000000000|,0000000000000000||
135||||,0000000000000000|,0000000000000000||
136||||,0000000000000000|,0000000000000000||
137||||19,0000000000000000|,0000000000000000||
138||||,0000000000000000|,0000000000000000||
139||||,0000000000000000|,0000000000000000||
140||||10,0000000000000000|,0000000000000000||
141||||25,0000000000000000|,0000000000000000||
142||||,0000000000000000|,0000000000000000||
143||||,0000000000000000|,0000000000000000||
144||||,0000000000000000|,0000000000000000||
145||||,0000000000000000|,0000000000000000||
146||||15,0000000000000000|,0000000000000000||
147||||,0000000000000000|,0000000000000000||
148||||,0000000000000000|,0000000000000000||
149||||12,0000000000000000|,0000000000000000||
150||||23,0000000000000000|,0000000000000000||
151||||10,0000000000000000|,0000000000000000||
152||||,0000000000000000|,0000000000000000||
153||||,0000000000000000|,0000000000000000||
154||||15,0000000000000000|,0000000000000000||
155||||,0000000000000000|,0000000000000000||
156||||16,4300000000000000|,0000000000000000||
157||||8,0000000000000000|,0000000000000000||
158||||,0000000000000000|,0000000000000000||
159||||,0000000000000000|,0000000000000000||
160||||22,0000000000000000|,0000000000000000||
161||||22,0000000000000000|,0000000000000000||
162||||,0000000000000000|,0000000000000000||
163||||9,0000000000000000|,0000000000000000||
164||||22,0000000000000000|,0000000000000000||
165||||15,0000000000000000|,0000000000000000||
166||||,0000000000000000|,0000000000000000||
167||||,0000000000000000|,0000000000000000||
168||||,0000000000000000|,0000000000000000||
169||||8,0000000000000000|,0000000000000000||
170||||,0000000000000000|,0000000000000000||
171||||,0000000000000000|,0000000000000000||
172||||10,0000000000000000|,0000000000000000||
173||||,0000000000000000|,0000000000000000||
174||||19,6000000000000000|,0000000000000000||
175||||5,5000000000000000|,0000000000000000||
176||||4,0000000000000000|,0000000000000000||
177||||,0000000000000000|,0000000000000000||
178||||25,0000000000000000|,0000000000000000||
180||||,0000000000000000|,0000000000000000||
186||||,0000000000000000|,0000000000000000||
191||||,0000000000000000|,0000000000000000||
192||||,0000000000000000|,0000000000000000||
193||||5,5000000000000000|,0000000000000000||
194||||,0000000000000000|,0000000000000000||
195||||17,0000000000000000|,0000000000000000||
197||||7,0000000000000000|,0000000000000000||
198||||9,5000000000000000|,0000000000000000||
199||||24,0000000000000000|,0000000000000000||
200||||10,0000000000000000|,0000000000000000||
201||||9,0000000000000000|,0000000000000000||
202||||20,0000000000000000|,0000000000000000||
223||||12,0000000000000000|,0000000000000000||
224||||25,0000000000000000|,0000000000000000||
225||||20,0000000000000000|,0000000000000000||
226||||18,6500000000000000|,0000000000000000||
227||||,0000000000000000|,0000000000000000||
228||||17,0000000000000000|,0000000000000000||
229||||,0000000000000000|,0000000000000000||
230||||18,0000000000000000|,0000000000000000||
231||||,0000000000000000|,0000000000000000||
232||||,0000000000000000|,0000000000000000||
233||||,0000000000000000|,0000000000000000||
234||||21,0000000000000000|,0000000000000000||
235||||,0000000000000000|,0000000000000000||
236||||19,0000000000000000|,0000000000000000||
237||||,0000000000000000|,0000000000000000||
238||||,0000000000000000|,0000000000000000||
239||||17,0000000000000000|,0000000000000000||
240||||,0000000000000000|,0000000000000000||
241||||8,0000000000000000|,0000000000000000||
242||||,0000000000000000|,0000000000000000||
244||||,0000000000000000|,0000000000000000||
245||||,0000000000000000|,0000000000000000||
246||||25,1500000000000000|,0000000000000000||
247||||,0000000000000000|,0000000000000000||
248||||,0000000000000000|,0000000000000000||
249||||,0000000000000000|,0000000000000000||
250||||,0000000000000000|,0000000000000000||
251||||,0000000000000000|,0000000000000000||
252||||,0000000000000000|,0000000000000000||
253||||,0000000000000000|,0000000000000000||
254||||17,0000000000000000|,0000000000000000||
256||||,0000000000000000|,0000000000000000||
257||||,0000000000000000|,0000000000000000||
258||||,0000000000000000|,0000000000000000||
259||||7,0000000000000000|,0000000000000000||
260||||,0000000000000000|,0000000000000000||
261||||,0000000000000000|,0000000000000000||
262||||,0000000000000000|,0000000000000000||
263||||,0000000000000000|,0000000000000000||
264||||18,0000000000000000|,0000000000000000||
265||||,0000000000000000|,0000000000000000||
266||||,0000000000000000|,0000000000000000||
267||||,0000000000000000|,0000000000000000||
268||||,0000000000000000|,0000000000000000||
269||||,0000000000000000|,0000000000000000||
270||||,0000000000000000|,0000000000000000||
271||||,0000000000000000|,0000000000000000||
272||||,0000000000000000|,0000000000000000||
273||||,0000000000000000|,0000000000000000||
274||||,0000000000000000|,0000000000000000||
275||||,0000000000000000|,0000000000000000||
276||||,0000000000000000|,0000000000000000||
277||||,0000000000000000|,0000000000000000||
